㒵	かお
枓	しゅ,とう,つ,ひしゃく
枕	ちん,しん,まくら
枖	よう
林	りん,はやし
枘	ぜい,ねい,どん,のん,せん,ほぞ
枙	が,あく,やく,ふし
枚	まい,ばい
枛	そう,しょう,きのとげ
果	か,は,はた
枝	し,えだ
枠	わく
枡	ます
枢	すう,しゅ,とぼそ,からくり
枦	ろ,はぜ
枩	しょう,まつ
枯	こ,か
枰	へい,びょう,すごろくばん
枱	い,し,すき
枲	し,からむし
枳	き,し,からたち
枴	かい,つえ
枵	きょう,うつろ
架	か
枷	か,かせ,からざお
枸	く,こう
枹	ふ,ほう,ほ,ばち,もみじ,ならのき
枻	えい,せつ,せち,かい
枼	よう,うすいきふだ,まど
枽	そう,よう,くわ
柀	ひ,すぎ,かや
柁	だ,た,かじ
柂	い,り,た,かじ
柃	れい,りょう
柄	へい,がら,え,つか
柅	じ,に
柆	ろう
柈	はん,はち
柉	はん,ぼん,へん
柊	しゅ,しゅう,ひいらぎ
柎	ふ,うてな
柏	はく,ひゃく,びゃく,かしわ
某	ぼう,それがし,なにがし
柑	こん,かん
柒	しつ,しち,うるし
染	せん,そ,し
柔	じゅう,にゅう,やわ
柗	しょう,まつ
柘	しゃ,じゃく,そ,つげ,やまぐわ
柙	こう,おう,よう,おり
柚	ゆ,ゆう,じく,ゆず
柜	きょ,こ,く,あまだれ
柝	たく,ひょうしぎ
柞	さく,ははそ
柡	えい,よう
柢	てい,ね
柤	さ,そ
柦	たん
柧	こ,か,く
柩	きゅう,ぐ,ひちぎ,ひつぎ
柬	かん,けん,えら
柮	とつ
柯	か,え,ふる
柰	な,ない,だい,いかん,からなし
柱	ちゅう,はしら
柲	ひ,ひつ,びち,にぎり,ふる
柳	りゅう,やなぎ
柴	さい,し,しば
柵	さく,さん,しがら,しがらみ,とりで,やらい
柶	し,さじ
柷	しゅく
柹	し,かき,こけら
査	さ
柾	まさ,まさめ,まさき
柿	し,かき
栂	つが,とが
栃	とち
栄	えい,よう,さか,は,ば,え
栓	せん
栔	けい,けつ,けち,きざ
栖	せい,す
栗	りつ,り,くり,おののく
栙	こう,ふねのほ,まだはらぬほ
栝	てん,かつ,かち,たきぎ
栞	かん,しおり
栟	へい,ひゅう,ひん
校	こう,きょう
栢	はく,ひゃく,かしわ
栧	えい,せつ,せち,かい
栨	せつ,せち,し,たる,はり
栩	く,くぬぎ
株	しゅ,かぶ
栫	せん,そん
栬	せい,せ,ちいさなくい
栭	じ,に,ますがた
栯	いく,よう,う
栰	はつ,ぼち,いかだ
栱	きょう,く,くい
栲	こう,かえ,たえ
栳	こう,ろう
栴	せい,せん,もみじ
核	かく
根	こん,ね
栻	ちょく,ちき,しょく,しき
格	かく,こう,きゃく,ごう
栽	さい
栿	ふく,はり,の
桀	けつ,ます,はりつけ
桁	こう,けた
桂	けい,かつら
桃	とう,もも
桄	こう,よこぎ
桅	がい,き,くちなし
框	きょう,かまち
案	あん,つくえ
桊	けん
桌	たく
桍	こ
桎	しつ,あしかせ
桐	とう,どう,きり
桑	そう,くわ
桒	そう,くわ
桓	かん
桔	きつ,けつ
桕	きゅう,ぶな
桗	た,ね
桘	つい,すい,つち,う
桙	う,ほこ
桛	かせ
桜	おう,よう,さくら
桝	ます
桟	さん,せん,かけはし
档	とう
桧	かい,ひのき,ひ
桫	さ,へご
桮	はい,さかずき
桯	てい,ちょう,けい,ぎょう,つくえ
桰	かつ,かち,ゆだめ
桱	けい,きょう
桲	ほつ,ぼち,からざお
桴	ふ,ばち,いかだ
桵	ずい,に,たら
桶	よう,とう,おけ
桷	かく,たるき
桹	ろう
桺	りゅう,やなぎ
桻	ほう,ふ,こずえ
桼	しつ,うるし
桾	くん
桿	かん,てこ
梁	りょう,はり,うつばり,うちばり,やな,はし
梂	きゅう,ぐ,きょく,こく,のみのさき
梃	ちょう,てい,てこ,つえ
梄	よう,ゆ,や
梅	ばい,うめ
梆	ほう
梈	ほう,ひょう,きでつくつたおおゆみ
梍	ゆう
梏	こく,かく,てかせ
梓	し,あずさ
梔	し,くちなし
梖	はい,ばい
梗	こう,きょう,ふさぐ,やまにれ,おおむね
梘	けん,かん,せん
梚	ばん,まん
梛	だ,な,なぎ
梜	きょう,こう,そえいた
條	じょう,ちょう,でき,えだ,すじ
梟	きょう,ふくろう
梠	ろ,りょ,ひさし
梡	かん,こん,まないた,たきぎ
梢	しょう,こずえ,くすのき
梣	しん,とねりこ
梥	しょう,まつ
梦	む,ぼう,ゆめ,くら
梧	ご,あおぎり
梨	り,なし
梩	り,し,すき
梪	とう,ず,たかつき
梭	さ,ひ
梮	きく,こく,きょく,ぜん,かんじき
梯	てい,たい,はしご
械	かい,かせ
梱	こん,こう,こうり,こり,しきみ
梲	せつ,せち,たつ,たち,つか
梳	そ,と,す,けず,くしけず
梵	ぼん,ふう
梶	び,かじ,こずえ
梹	ひん
梺	ふむと,ふもと
梻	しきみ
梼	とう
棄	き,す
棅	へい,ひょう
棆	りん
棈	せん,せい,しょう
棉	めん,わた
棊	き,ご
棋	き,ご
棌	さい,くぬぎ,あらき,まるき
棍	こん,つえ
棏	とく,たく,ちゃく
棐	ひ,ゆだめ
棑	はい,ひ,いかだ
棒	ぼう
棓	ほう,つえ,ふみいた
棔	こん,ねむのき
棕	しゅ,そう
棖	とう,じょう,はしら
棗	そう,なつめ
棘	きょく,いばら,とげ
棙	れい,らい,れつ,れち,からくり,ねじ
棚	ほう,たな,だな
棜	よ,お,だい
棝	こ,く,ねずみおとし
棟	とう,むね,むな
棠	とう,やまなし
棡	こう
棣	てい,たい,にわざくら
棥	はん,ぼん,まがき
棧	さん,せん,かけはし
棨	けい,けん,てがた
棪	えん,せん
棫	よく,いき,いく,たら,くぬぎ
棬	けん,かん
棭	えき,よく,ねむのき
森	しん,もり
棯	ねん
棰	そい,た,すい,つえ
棱	ろう,りょう,ちょう
棲	せい,す
棵	かん,か,きぎれ
棶	らい,むく
棹	とう,たく,さお,こ
棺	かん
棻	ふん
棼	ふん,むなぎ
棽	ちん,しん,りん
椀	わん,はち
椁	かく
椄	せつ,しょう,つ
椅	い
椆	ちゅう,しゅう,しゅ
椈	きく
椉	しょう,の
椊	そつ,さつ,すい,ほぞ
椋	りょう,むく
椌	こう
植	しょく,う
椎	つい,すい,つち,う
椏	また
椐	きょ,こ,まがき
椑	へい,ばい,たる,ふだ
椒	しょう,はじかみ
椓	たく,たた
椖	ほう
椗	てい,いかり
椙	すぎ
椚	くぬぎ
椛	かば,もみじ
検	けん,しら
椡	くぬぎ
椢	かい,そこ,はこ,くぬぎ
椣	しで
椥	なぎ
椦	けん,まげもの
椨	たぶ,たふ
椪	ぽん
椰	や,やし
椱	ふう,ぶ,ふく,いのあし
椳	わい,がい
椴	たん,だん,とど,むくげ
椵	か,け,くい
椶	しゅ,そう
椸	い,ころもかけ
椹	じん,ちん,しん,さわら,あてぎ,くわのみ
椻	えん,せき
椽	てん,えん,たるき
椿	ちん,ちゅん,つばき
楂	さ,じゃ,いかだ
楅	ひゅく,ひき,ふく,ひょく
楉	じゃく,にゃく,ざくろ
楊	よう,やなぎ
楎	こん,き,くん,から,すき
楓	ふう,かえで
楔	けつ,せつ,くさび,ほうだて
楕	だ,た
楗	けん,ごん,かんぬき
楙	ぼう,しげる
楚	そ,しょ,いばら,しもと,すわえ
楛	こ
楜	こ
楝	れん,おおち,おうち
楞	りょう,ろう,かど
楠	なん,だん,ぜん,ねん,くす,くすのき
楡	ゆ,にれ
楢	しゅう,ゆう,なら
楣	び,み,ひさし
楤	そう,たら
楥	けん,かん,えん,かた
楦	けん
楨	てい,ちょう,ねずみもち
楩	へん
楪	ちゃ
楫	しゅう,しょう,かじ,かい
楬	けつ,げち,たてふだ
業	ぎょう,ごう,わざ
楮	ちょ,こうぞ
楯	じゅん,たて
楰	ゆ,ぎょ,ご,ねずみもち
楱	そう,す
楲	い,おま,おかわ,とい
楳	ばい,うめ
楴	てい
極	きょく,ごく,きわ,き,ぎ
楷	かい
楸	しゅう,きささげ,ひさぎ
楹	えい,はしら
楺	じょう,じゅう,にゅ
楻	こう,おう,はたざお
楼	ろう,たかどの
楽	がく,らく,ごう,たの,この
楾	はんぞう
楿	かつら
榀	こまい
榁	むろ
概	がい,おおむ
榊	さかき
榍	せつ
榎	か,えのき
榑	ふ,くれ
榒	だく,どく,にゃく
榔	ろう
榕	よう,あこう
榖	こく,こう,く,こうぞ
榘	く,じょうぎ
榛	しん,はん,はしばみ,はり
榜	ぼう,ほう,かじ,たてふだ,ふだ
榠	べい
榡	そ,きじ
榥	こう,おう,つくえ
榦	かん,みき
榧	ひ,かや
榨	さ,しゃ,さい,さく,しぼりき
榫	しゅん,ほぞ
榭	しゃ,だい
榮	えい,よう,さか,は,え
榯	し,た
榱	すい,たるき
榲	おつ
榴	る,りゅう,りょう,ざくろ
榷	かく,こう,きょう,まるきばし
榸	たい,かれきのね,くい
榺	しょう
榻	とう,こしかけ,しじ
榼	こう,さかだ,さかずき
榾	こつ,ほた
榿	がい,かい
槁	こう,か
槃	はん,たら
槅	かく,きゃく,くびき,さね,あみど
槇	てん,しん,まき,こずえ
槈	どう,じょく,ぬ,じゅく,くさぎ,くわ
槊	さく,ほこ
構	こう,かま
槌	つい,つち
槍	そう,しょう,やり
槎	さ,いかだ,き
槐	かい,えんじゅ
槑	ばい,うめ
槓	こう,てこ
槖	たく,ふくろ,ふいご
槗	きょう,はし
様	よう,しょう,さま,さん
槙	てん,しん,まき,こずえ
槝	かし
槞	ろう
槢	しゅう,ちょう,じょう,くさび
槥	えい,え,せい,ひつぎ
槧	ざん,せん,さん,ふだ
槨	かく
槪	がい,かい,とかき,おおむね,おもむき
槫	たん,せん
槭	せき,しゅく,かえで
槮	しん,さん,せん
槯	さい,せ,つ
槱	ゆう,ゆ,や
槲	こく,かしわ
槳	しょう,そう,かじ
槵	かん,む
槹	こう
槻	き,つき
槽	そう,ふね
槾	ばん,まん,こて
槿	きん,むくげ
樀	てき,ちゃく,たく,のき
樁	とう,しょう,しゅ,くい
樂	がく,らく,ごう,たの,この
樃	ろう
樅	しょう,もみ
樊	はん,まがき
樋	とう,ひ,とい
樌	かん
樏	るい,る,はち,かんじき
樑	りょう,はり,うつばり,うちばり,やな,はし
樒	みつ,しきみ,じんこう
樓	ろう,たかどの
樔	そう,す,すく,た
樕	そく,しば
樗	ちょ,おおち,おうち
標	ひょう,しるべ,しるし
樚	ろく,とく,ろくろ,はこ
樛	きゅう,つが,まと
樝	さ,しゃ,こぼけ
樞	すう,しゅ,とぼそ,からくり
樟	しょう,くす
樠	ぼん,もん,ばん,まん
模	も,ぼ
樢	と,ちょう,つた
樣	よう,しょう,さま
樤	じょう,ゆず,こえだ
樨	せい,さい,もくせい
権	けん,ごん,おもり,かり,はか
横	おう,よこ
樫	かし
樮	ほくそ
樰	たら
樲	じ,に,ち,なつめ
樴	しょく,しき,ぼう
樵	しょう,きこ,こ,きこり
樶	さい,ふし
樷	そう,す,くさむら,むら
樸	ぼく,はく,ほく,こはだ,きじ
樹	じゅ,き
樺	か,かば,かんば
樻	き
樽	そん,たる
樾	えつ,おち,こかげ
樿	せん,つげ
橄	かん
橅	ぼ,も,かた,ぶな
橆	ぶ,む,しげ
橇	きょう,ぜい,せい,そり,かんじき
橈	どう,じょう,にょう,かい,かじ,たわ
橉	りん,しきみ
橊	る,りゅう,りょう,ざくろ
橋	きょう,はし
橎	はん,ぼん
橐	たく,しゃ,ふくろ,ふいご
橑	ろう,たるき
橒	うん,もくめ
橕	とう,ちょう,はしら
橖	とう,ちょう,くるまぎ
橘	きつ,たちばな
橙	とう,だいだい
橛	けつ,かち,けい,け,くい
機	き,はた
橡	しょう,ぞう,とち,くぬぎ
橢	だ
橤	ずい,に,た
橦	しゅ,しょう,とう
橧	そう,しょう,すまい
橪	ぜん,ねん,えん,こなつめ
橫	おう,こう,よこ,よこたわる,よこたえる
橱	しゅう,ず,ちゅ,ちゅう,くりや
橲	き
橳	くで,ぬで
橸	まさ
橾	しゅ,そう,す
橿	きょう,かし,もちのき
檀	だん,たん,まゆみ
檁	りん,けた
檃	いん,おん,ためぎ
檄	けき,げき,ふれぶみ
檆	さん,すぎ
檇	すい,さい,つ
檉	てい,ちょう,かわらやなぎ
檋	きょく,こく,きょう,かんじき
檍	おく,い
檎	きん,ごん,ご
檐	えん,たん,のき,ひさし
檑	らい
檗	はく,びゃく,きはだ,きわだ
檛	た,て,つえ
檜	かい,ひのき,ひ
檝	しゅう,しょう,かじ,かい
檞	かい,げ,まつやに,かしわ
檟	か,け,ひさぎ
檠	けい,ゆだめ
檢	けん,しら
檣	しょう,ほばしら
檥	ぎ,が
檪	れき,やく,ろう,くぬぎ
檫	さつ,しんばしら
檬	もう
檮	とう
檯	たい,つくえ
檰	へん,めん,とちゆう
檱	き,ご
檳	びん,ひん
檴	かく,わく,あきにれ
檸	ねい,どう
檻	かん,おり,おばしま,てすり
檽	じ,に,ぜん,ねん,じゅ,にゅ
檾	けい,きょう,いちび
檿	えん,やまぐわ
櫁	みつ,しきみ,じんこう
櫂	とう,たく,かい,かじ
櫃	き,ひつ
櫆	かい
櫈	とう,こしか
櫉	ちゅ,ひつ
櫌	ゆう,う,な
櫐	るい,らい,ふじ
櫑	らい,さかだる
櫓	ろ,やぐら,おおだて
櫔	れい
櫕	さん,つえ
櫖	りょ,ろ,ふざ
櫚	ろ,りょ
櫛	しつ,くし,くしけず
櫜	こう,ふくろ
櫝	とく,はこ,ひつぎ
櫞	えん
櫟	れき,やく,ろう,くぬぎ
櫤	せん,たも
櫧	しょ,そ,かし
櫨	ろ,はぜ
櫪	れき,かいばおけ,くぬぎ
櫬	しん,かん,ひつぎ
櫰	かい,え,いぬえんじゅ
櫱	げつ,げち,がつ,がち,ひこばえ
櫲	よ,くすのき
櫺	れい,りょう,れんじ
櫻	おう,よう,さくら
櫼	せん,しん,さん,くさび
櫽	いん,おん,ためぎ
欂	はく,へき,びゃく,はしら
欃	さん,せん
欄	らん,てすり
欅	きょ,けやき
欆	そう,ふねのほ
欇	しょう
欉	そう,す,しげ
權	けん,ごん,おもり,かり,はか
欏	ら,やまなし
欐	れい,らい,り,むね
欑	さん,つえ
欒	らん,おうち,ひじき,まどか,まるい
欖	らん
欗	らん,てすり
欛	は,へ,つか
欝	うつ,うん,うっ,ふさ,しげ
欞	れい,りょう,れんじ
欟	つき
欠	けつ,けん,か
次	じ,し,つ,つぎ
欣	きん,ごん,こん,よろこ
欤	よ,や,か
欧	おう,うた,は
欨	く,ふく
欫	けき,きゃく
欬	かい,き,せき
欯	きつ,きち,かい,よろこ
欲	よく,ほっ,ほ
欵	かん
欶	さく,しゅく,すく,す
欷	き,なげく
欸	あい,かい
欹	い,き,そばだ
欺	ぎ,あざむ
欻	くつ,くち
欽	きん,こん,つつし
款	かん
欿	たん,とん,かん,こん,もと
歃	そう,こう,しょう,すす
歆	きん,こん,う
歇	けつ,かい,かつ,や
歉	けん,かん,あきたりない
歊	きょう,こく,かく,のぼ
歌	か,うた
歍	お,う,おう,は
歎	たん,なげ
歐	おう,うた,は
歒	てき,ちゃく,わら
歓	かん,よろこ
歔	きょ,すすりな
歖	き,い
歘	くつ,くち
歙	きゅう,きょう,しょう,す
歛	れん
歝	えき,やく,と,ず,いや
歟	よ,や,か
歠	せつ,せち,の
歡	かん,よろこ
止	し,と,ど,とど,や,よ
正	せい,しょう,ただ,まさ
此	し,これ,この,ここ
步	ほ,ぶ,ふ,あるく,あゆむ,あゆみ
武	ぶ,む,たけ
歧	き,ゆび,わか
歩	ほ,ぶ,ふ,ある,あゆ
歪	わい,え,いが,いびつ,ひず,ゆが
歫	きょ,ご,と
歮	しゅう,しぶ
歯	し,よわい,は,よわ
歰	しゅう,そう,しぶ
歳	さい,せい,とし,とせ,よわい
歴	れき,れっき
歵	さく,じゃく,ととの,よい,ただ
歸	き,かえ,おく,とつ
歹	がつ,がち,たい
死	し
歽	せつ,せち,わかじ
歾	ぼつ,し
歿	ぼつ,しぬ
殀	よう,わかじに
殁	ぼつ,もち,しぬ
殂	そ,し
殃	おう,よう,わざわい
殄	てん,た,つき,つく
殅	そう,しょう,よみが
殆	たい,さい,ほとほと,ほとん,あやうい
殉	じゅん
殊	しゅ,こと
残	ざん,さん,のこ,そこな
殍	ひょう,ふ,うえじに
殕	ふ,ね
殖	しょく,ふ
殗	よう,おう,えん,や
殘	ざん,のこ,そこな
殛	きょく,こく,ころ
殞	いん,うん,おち,し
殟	おつ,おち,おん,らつ
殠	しゅう,しゅ,きゅう,く,にお
殢	てい,たい,けい,つか
殣	きん,うえじ
殤	しょう,わかじに
殨	かい,え,こつ,ごち,ただ
殩	さん
殪	えい,たお
殫	たん,つき
殬	と,つ,やぶ
殭	きょう,こう,かた
殮	れん,おさ
殯	ひん,かりもがり
殰	とく,やぶ
殱	せん,つく,ほろぼ
殲	せん,つく,ほろぼ
殳	しゅ,また,ほこ
殴	おう,なぐ
段	だん,たん
殷	いん,あん,さかん
殸	けい,きょう,こう,せい,しょう,てき
殹	えい,うちあたるこえ,みにくいすがた
殺	さつ,さい,せつ,ころ,ごろ,そ
殻	かく,こく,ばい,から,がら
殼	かく,こく,ばい,から
殽	こう,ぎょう,ま
殾	しゅん,きずく
殿	でん,てん,との,どの
毀	き,こぼ,こわ,そし,やぶ
毃	かく,きょう,たた
毄	けき,きゅく,けい,ぎき,あ
毅	き,ぎ,つよ
毆	おう,く,なぐ,たた
毉	い,えい
毋	ぶ,む,はは,ぼ,ない,なか
毌	かん,つらぬ
母	ぼ,はは,も
毎	まい,ごと
每	まい,ばい,つね
毒	どく
毓	いく,そだ,はぐく
比	ひ,くら
毖	ひ,つつし
毘	ひ,び,たす
毚	さん,ぜん,うさぎ
毛	もう,け
毟	むし
毡	せん
毣	ぼく,もく,ばく,まく,よい
毦	じ,に,けかざり
毧	じゅう,にゅ,しゅ
毫	ごう,こう,すこし
毬	きゅう,いが,まり
毮	むし
毯	たん
毱	けまり
毳	ぜい,せい,せつ,けば,むくげ
毷	ぼう,もう,と
毹	ゆ,す,しゅ,けむしろ
毿	さん,けがながい
氂	り,ぼう,もう,らい
氄	じょく,じゅう,にゅ,むくげ
氅	しょう,かざりけ
氈	せん,もうせん
氉	そう,け
氍	く,きょ,ご,もうせん
氎	ちょう,じょう,もめんのぬの
氏	し,うじ
氐	てい,たい,し,ち,ふもと
民	みん,たみ
氒	けつ,かち,ね
氓	ぼう,たみ
气	き,け,いき
気	き,け,いき
氙	せん
氛	ふん
氟	ふつ
氣	き,け,いき
氤	いん
氦	がい
氧	よう
氨	あん
氬	あ
氮	たん
氳	うん,さかん
水	すい,みず
氵	さんずい
氶	しょう,すく
氷	ひょう,こおり,ひ,こお
永	えい,なが
氺	すい
氻	ろく
氾	はん,ひろ
氿	き,きゅう,ぐ,おずみ,わきみず
汀	てい,みぎわ,なぎさ
汁	じゅう,しる,つゆ
求	きゅう,ぐ,もと
汊	さ,しゃ
汋	さく,しゃく,うるお
汍	かん
汎	はん,ぶ,ふう,ほう,ほん,ただよ
汏	たい,だい,たつ,たち,あら
汐	せき,しお,うしお,せい
汒	ぼう,もう,あわただ
汔	きつ,こち
汕	さん
汗	かん,あせ
汙	お,けが,よご,きたな
汚	お,けが,よご,きたな
汛	しん,さん,しゃ,そそ
汜	し,い,かわ
汝	じょ,なんじ,なれ,い,うぬ,いまし
汞	こう,みずがね
江	こう,え
池	ち,いけ
汢	ねた
汧	けん,けい,きょう,さわ,ただよ,きよ
汨	こつ,いつ,べき,しず
汪	おう
汫	けい,きょう,せい,じょう
汭	ぜい,ねい,ぜつ,ねち,なが,みぎわ
汯	こう,おう
汰	た,たい,おご,にご,よな
汲	きゅう,く
汳	へん,べん
汴	へん
汶	ぶん,もん
汸	ほう,つな
汹	きょう,わ
決	けつ,き,ぎ,さ
